"","UserId","nSongs","nErrors","avgLatencies","daySessionStarted","hourSessionStarted","nSongsSkipped","DeviceOS"
"14833","2758","1","0","65.3989","2021-04-05","18","0","android"
"14834","2758","17","0","802.9182","2021-04-09","17","1","android"
"14835","2758","3","3","567.4711","2021-04-10","20","0","android"
"14836","2759","5","1","193.5963","2021-04-11","17","0","android"
"14837","2759","18","0","220.3258","2021-04-11","18","0","android"
"14838","2759","1","0","348.004","2021-04-08","6","0","android"
"14839","2759","1","0","334.2026","2021-04-08","10","0","android"
"14840","2759","4","0","93.5235","2021-04-08","20","2","android"
"14841","2759","15","2","356.4535","2021-04-11","5","0","android"
"14842","2760","1","0","220.0413","2021-04-10","21","0","iOS"
"14843","2760","14","2","588.7716","2021-04-05","20","0","iOS"
"14844","2761","26","2","438.6332","2021-04-08","8","6","android"
"14845","2761","14","1","484.6676","2021-04-09","19","3","android"
"14846","2762","29","0","93.744","2021-04-05","18","4","windows"
"14847","2762","18","0","213.4259","2021-04-10","12","0","windows"
"14848","2762","52","0","244.2245","2021-04-07","13","6","windows"
"14849","2762","1","0","227.593","2021-04-10","14","1","windows"
"14850","2762","10","0","138.9799","2021-04-10","13","0","windows"
"14851","2762","7","0","97.0785","2021-04-08","9","1","windows"
"14852","2762","34","0","130.0152","2021-04-10","10","6","windows"
"14853","2763","1","0","77.3455","2021-04-06","18","0","android"
"14854","2763","9","0","398.5468","2021-04-10","20","0","android"
"14855","2764","3","3","575.9352","2021-04-08","20","0","iOS"
"14856","2764","1","0","121.1932","2021-04-08","5","0","iOS"
"14857","2764","34","3","653.7604","2021-04-11","10","2","iOS"
"14858","2764","9","2","329.9078","2021-04-07","12","0","iOS"
"14859","2764","18","1","162.744","2021-04-10","22","1","iOS"
"14860","2764","1","1","411.9085","2021-04-10","21","0","iOS"
"14861","2765","1","0","168.3641","2021-04-09","19","0","iOS"
"14862","2765","24","4","826.3914","2021-04-06","9","2","iOS"
"14863","2765","1","0","210.9465","2021-04-09","20","0","iOS"
"14864","2765","1","1","180.7374","2021-04-08","7","0","iOS"
"14865","2765","1","0","207.3628","2021-04-10","6","0","iOS"
"14866","2766","10","2","752.8511","2021-04-07","17","0","windows"
"14867","2766","1","0","60.8121","2021-04-10","16","0","windows"
"14868","2766","1","0","248.4121","2021-04-09","11","0","windows"
"14869","2766","15","4","500.4404","2021-04-05","21","3","windows"
"14870","2766","10","4","717.5035","2021-04-11","20","0","windows"
"14871","2766","2","2","469.5264","2021-04-11","19","0","windows"
"14872","2766","1","0","183.4997","2021-04-11","4","0","windows"
"14873","2766","14","3","465.7516","2021-04-08","20","2","windows"
"14874","2766","1","1","215.8366","2021-04-09","4","0","windows"
"14875","2766","1","0","232.7104","2021-04-11","21","0","windows"
"14876","2766","1","2","585.2359","2021-04-11","23","0","windows"
"14877","2766","1","0","124.8143","2021-04-09","8","0","windows"
"14878","2766","1","0","630.803","2021-04-10","21","0","windows"
"14879","2766","6","4","818.1539","2021-04-11","8","1","windows"
"14880","2766","1","1","266.9776","2021-04-06","20","0","windows"
"14881","2767","7","0","115.951","2021-04-05","3","0","android"
"14882","2767","1","0","265.3488","2021-04-11","9","0","android"
"14883","2767","9","1","262.0639","2021-04-07","2","0","android"
"14884","2768","1","0","178.1132","2021-04-09","9","0","android"
"14885","2768","1","0","127.4211","2021-04-06","6","0","android"
"14886","2768","1","0","149.7812","2021-04-10","16","0","android"
"14887","2768","12","0","537.1392","2021-04-05","2","0","android"
"14888","2768","53","0","513.2439","2021-04-06","7","3","android"
"14889","2768","4","0","185.9441","2021-04-09","21","0","android"
"14890","2769","31","0","255.6429","2021-04-08","1","2","android"
"14891","2769","12","1","314.9016","2021-04-10","10","2","android"
"14892","2769","3","1","223.422","2021-04-05","16","0","android"
"14893","2769","11","2","394.0674","2021-04-11","22","3","android"
"14894","2769","17","0","145.0646","2021-04-09","11","1","android"
"14895","2770","13","4","1383.5708","2021-04-07","7","1","android"
"14896","2770","3","1","174.2438","2021-04-08","0","0","android"
"14897","2771","1","0","213.5624","2021-04-11","14","0","android"
"14898","2771","1","0","95.8911","2021-04-08","18","0","android"
"14899","2772","8","2","614.4396","2021-04-09","18","1","iOS"
"14900","2772","18","0","249.5637","2021-04-10","20","2","iOS"
"14901","2773","9","0","230.6345","2021-04-07","18","1","windows"
"14902","2773","1","0","592.3706","2021-04-09","6","0","windows"
"14903","2773","1","0","416.0794","2021-04-11","15","0","windows"
"14904","2774","1","1","199.6137","2021-04-05","6","0","android"
"14905","2774","19","1","375.8617","2021-04-11","14","2","android"
"14906","2774","1","0","181.5104","2021-04-05","17","0","android"
"14907","2774","26","3","436.5018","2021-04-06","20","3","android"
"14908","2774","1","0","624.7036","2021-04-09","16","1","android"
"14909","2774","1","0","156.4591","2021-04-10","15","1","android"
"14910","2774","1","0","326.5866","2021-04-09","9","0","android"
"14911","2774","1","1","246.1576","2021-04-06","9","0","android"
"14912","2774","22","0","175.6688","2021-04-09","18","3","android"
"14913","2774","1","0","78.0238","2021-04-09","20","0","android"
"14914","2774","15","2","439.2066","2021-04-10","20","2","android"
"14915","2774","21","1","291.2158","2021-04-09","10","2","android"
"14916","2775","37","3","464.4163","2021-04-05","20","3","android"
"14917","2775","1","0","160.3742","2021-04-05","7","0","android"
"14918","2775","31","5","759.0659","2021-04-10","10","1","android"
"14919","2775","1","2","672.2864","2021-04-11","23","0","android"
"14920","2775","10","2","267.8307","2021-04-05","20","1","android"
"14921","2775","8","2","359.629","2021-04-05","14","1","android"
"14922","2775","31","7","897.3116","2021-04-11","20","4","android"
"14923","2775","3","2","358.3602","2021-04-07","10","0","android"
"14924","2775","1","0","87.2474","2021-04-09","21","1","android"
"14925","2775","1","0","1118.4736","2021-04-09","4","0","android"
"14926","2776","31","2","588.016","2021-04-08","8","7","iOS"
"14927","2777","39","2","584.9368","2021-04-08","22","4","windows"
"14928","2777","36","1","313.4794","2021-04-08","10","2","windows"
"14929","2777","2","1","224.23","2021-04-06","18","1","windows"
"14930","2777","1","0","211.902","2021-04-06","21","0","windows"
"14931","2777","3","1","545.2745","2021-04-07","19","0","windows"
"14932","2778","12","3","803.5975","2021-04-06","1","1","iOS"
"14933","2778","1","1","176.0653","2021-04-07","21","0","iOS"
"14934","2778","1","0","84.1915","2021-04-07","21","0","iOS"
"14935","2778","35","4","490.1193","2021-04-10","7","2","iOS"
"14936","2778","2","1","640.2096","2021-04-09","6","0","iOS"
"14937","2778","1","2","268.3544","2021-04-09","22","0","iOS"
"14938","2778","32","3","428.6215","2021-04-06","19","2","iOS"
"14939","2779","9","1","831.4973","2021-04-07","22","0","iOS"
"14940","2779","1","0","152.2794","2021-04-10","15","0","iOS"
"14941","2779","4","2","346.1526","2021-04-09","9","0","iOS"
"14942","2779","1","0","291.1341","2021-04-10","19","0","iOS"
"14943","2779","1","0","314.4724","2021-04-08","12","0","iOS"
"14944","2779","1","0","160.3878","2021-04-08","2","0","iOS"
"14945","2779","1","1","348.7745","2021-04-09","20","0","iOS"
"14946","2780","21","2","408.4392","2021-04-07","6","0","android"
"14947","2780","1","0","179.0012","2021-04-11","21","0","android"
"14948","2780","18","5","693.2537","2021-04-07","19","0","android"
"14949","2780","1","0","154.0375","2021-04-08","19","0","android"
"14950","2780","5","1","259.1449","2021-04-08","18","0","android"
"14951","2781","1","0","86.8816","2021-04-07","7","0","android"
"14952","2781","24","0","242.1193","2021-04-11","9","0","android"
"14953","2782","1","0","326.6241","2021-04-10","9","0","iOS"
"14954","2782","1","0","369.2543","2021-04-11","18","0","iOS"
"14955","2782","23","2","357.723","2021-04-10","1","0","iOS"
"14956","2782","1","0","402.9589","2021-04-10","4","0","iOS"
"14957","2782","1","0","119.5889","2021-04-10","7","0","iOS"
"14958","2783","6","0","315.5808","2021-04-06","4","0","android"
"14959","2783","1","0","809.4353","2021-04-06","18","0","android"
"14960","2783","6","1","195.9824","2021-04-05","8","0","android"
"14961","2783","1","0","125.9001","2021-04-08","0","0","android"
"14962","2783","23","1","719.1202","2021-04-06","11","0","android"
"14963","2783","1","0","63.7583","2021-04-08","20","0","android"
"14964","2783","1","0","144.344","2021-04-10","19","0","android"
"14965","2783","2","1","171.9296","2021-04-08","18","2","android"
"14966","2783","32","2","302.1722","2021-04-07","1","2","android"
"14967","2783","18","0","237.3069","2021-04-09","20","1","android"
"14968","2783","1","0","224.3633","2021-04-06","8","0","android"
"14969","2783","1","0","60.286","2021-04-10","12","0","android"
"14970","2784","44","5","650.6914","2021-04-07","21","8","iOS"
"14971","2784","1","0","509.5435","2021-04-11","10","0","iOS"
"14972","2785","1","1","416.1265","2021-04-06","5","1","iOS"
"14973","2785","40","6","788.7096","2021-04-09","16","2","iOS"
"14974","2785","47","5","716.6356","2021-04-08","9","3","iOS"
"14975","2785","1","2","372.228","2021-04-11","21","0","iOS"
"14976","2785","1","2","306.3109","2021-04-10","7","0","iOS"
"14977","2785","1","1","350.6784","2021-04-09","8","0","iOS"
"14978","2785","12","3","495.2853","2021-04-08","21","0","iOS"
"14979","2786","1","1","329.3704","2021-04-08","9","1","windows"
"14980","2787","1","2","390.903","2021-04-08","7","0","android"
"14981","2788","6","1","910.3533","2021-04-10","8","0","android"
"14982","2788","1","2","293.9109","2021-04-11","17","0","android"
"14983","2788","22","3","481.2505","2021-04-07","21","2","android"
"14984","2788","10","3","585.0537","2021-04-10","6","0","android"
"14985","2788","24","4","548.2836","2021-04-11","20","2","android"
"14986","2788","10","2","1386.604","2021-04-10","7","0","android"
"14987","2788","9","4","843.2704","2021-04-05","5","3","android"
"14988","2788","1","1","432.7645","2021-04-10","18","0","android"
"14989","2788","1","0","680.9072","2021-04-09","8","0","android"
"14990","2788","1","2","526.3972","2021-04-11","6","0","android"
"14991","2788","6","3","481.3419","2021-04-07","20","0","android"
"14992","2788","1","1","775.9793","2021-04-07","2","0","android"
"14993","2789","23","0","103.2287","2021-04-05","7","3","android"
"14994","2790","17","2","546.8402","2021-04-10","12","1","android"
"14995","2790","12","5","607.8989","2021-04-06","17","1","android"
"14996","2790","1","1","226.0118","2021-04-08","23","0","android"
"14997","2790","19","2","385.8699","2021-04-09","0","2","android"
"14998","2790","18","3","377.3172","2021-04-09","12","1","android"
"14999","2790","1","0","805.3912","2021-04-10","16","0","android"
"15000","2790","22","4","834.2526","2021-04-09","19","2","android"
"15001","2790","1","0","385.0753","2021-04-11","20","0","android"
"15002","2790","1","1","606.9735","2021-04-09","16","0","android"
"15003","2791","1","2","384.0749","2021-04-06","0","0","iOS"
"15004","2791","1","1","635.4184","2021-04-06","21","0","iOS"
"15005","2791","10","2","483.6605","2021-04-05","3","0","iOS"
"15006","2791","20","2","407.764","2021-04-10","4","0","iOS"
"15007","2791","1","1","394.6428","2021-04-06","8","0","iOS"
"15008","2791","13","4","583.5065","2021-04-09","20","0","iOS"
"15009","2791","17","3","386.6736","2021-04-05","10","2","iOS"
"15010","2791","6","6","895.4011","2021-04-10","19","0","iOS"
"15011","2791","8","0","388.1748","2021-04-09","4","0","iOS"
"15012","2791","1","2","400.8299","2021-04-10","9","0","iOS"
"15013","2791","1","1","161.0267","2021-04-05","1","0","iOS"
"15014","2791","22","3","419.6656","2021-04-09","13","2","iOS"
"15015","2791","19","5","629.5477","2021-04-06","22","1","iOS"
"15016","2791","1","1","952.8444","2021-04-06","19","0","iOS"
"15017","2792","1","0","64.1085","2021-04-10","15","0","android"
"15018","2792","21","0","174.5139","2021-04-06","23","1","android"
"15019","2792","12","0","119.4112","2021-04-06","18","1","android"
"15020","2793","1","1","179.5306","2021-04-05","21","0","iOS"
"15021","2793","1","1","922.3263","2021-04-10","16","0","iOS"
"15022","2793","18","3","589.4167","2021-04-07","11","0","iOS"
"15023","2793","1","0","1091.9107","2021-04-06","12","0","iOS"
"15024","2793","1","0","374.4738","2021-04-11","21","0","iOS"
"15025","2793","1","1","555.7989","2021-04-08","22","0","iOS"
"15026","2793","1","1","223.1082","2021-04-09","4","0","iOS"
"15027","2793","34","5","811.2671","2021-04-08","13","5","iOS"
"15028","2793","25","6","680.1946","2021-04-09","5","2","iOS"
"15029","2793","1","0","73.3197","2021-04-11","1","1","iOS"
"15030","2793","30","1","395.6538","2021-04-11","18","1","iOS"
"15031","2793","1","1","508.8484","2021-04-07","18","0","iOS"
"15032","2794","1","1","494.1532","2021-04-11","17","0","iOS"
"15033","2794","20","3","606.8452","2021-04-10","22","1","iOS"
"15034","2794","1","1","282.5818","2021-04-06","17","0","iOS"
"15035","2794","14","3","769.2691","2021-04-07","9","0","iOS"
"15036","2794","35","1","252.5383","2021-04-09","4","2","iOS"
"15037","2794","14","2","373.0607","2021-04-10","18","0","iOS"
"15038","2795","1","0","233.251","2021-04-06","12","0","iOS"
"15039","2795","13","5","598.2137","2021-04-07","19","0","iOS"
"15040","2795","7","4","792.2019","2021-04-11","10","2","iOS"
"15041","2796","21","0","92.0263","2021-04-11","18","1","android"
"15042","2796","1","0","208.8836","2021-04-09","21","0","android"
"15043","2796","1","0","243.3349","2021-04-05","21","0","android"
"15044","2796","1","0","84.1921","2021-04-06","7","0","android"
"15045","2797","1","0","106.0295","2021-04-10","8","0","windows"
"15046","2797","23","0","136.6615","2021-04-06","6","2","windows"
"15047","2798","1","0","115.0265","2021-04-09","5","0","android"
"15048","2798","15","0","136.7036","2021-04-07","20","1","android"
"15049","2798","11","1","285.8035","2021-04-08","21","2","android"
"15050","2798","1","0","392.7619","2021-04-07","9","0","android"
"15051","2799","1","2","330.3558","2021-04-07","13","0","iOS"
"15052","2799","1","1","480.8916","2021-04-08","20","0","iOS"
"15053","2800","1","0","733.3526","2021-04-08","17","0","iOS"
"15054","2800","33","0","402.7841","2021-04-05","13","2","iOS"
"15055","2801","32","3","447.7823","2021-04-11","4","7","iOS"
"15056","2801","22","2","982.2994","2021-04-10","7","1","iOS"
"15057","2801","24","3","416.1626","2021-04-07","8","5","iOS"
"15058","2801","10","1","296.4832","2021-04-11","8","2","iOS"
"15059","2801","1","1","443.2141","2021-04-05","6","0","iOS"
"15060","2801","32","2","270.6862","2021-04-08","10","4","iOS"
"15061","2801","30","1","273.5243","2021-04-10","0","9","iOS"
"15062","2802","1","0","490.4123","2021-04-05","7","0","iOS"
"15063","2802","30","5","1069.8127","2021-04-06","19","1","iOS"
"15064","2802","1","1","220.9138","2021-04-09","8","0","iOS"
"15065","2802","1","1","265.4389","2021-04-08","15","0","iOS"
"15066","2802","1","0","86.8058","2021-04-10","17","0","iOS"
"15067","2802","1","0","61.328","2021-04-07","20","0","iOS"
"15068","2802","35","2","457.1687","2021-04-11","17","3","iOS"
"15069","2802","31","4","590.5842","2021-04-06","2","2","iOS"
"15070","2802","27","1","710.0578","2021-04-09","21","2","iOS"
"15071","2802","1","0","424.3605","2021-04-10","2","0","iOS"
"15072","2802","1","0","100.1299","2021-04-08","10","0","iOS"
"15073","2802","2","1","974.0971","2021-04-08","11","0","iOS"
"15074","2802","1","0","324.7094","2021-04-09","10","0","iOS"
"15075","2802","15","2","276.3095","2021-04-06","20","0","iOS"
"15076","2802","1","0","103.009","2021-04-11","15","0","iOS"
"15077","2803","1","0","72.302","2021-04-05","22","0","iOS"
"15078","2803","32","4","583.1653","2021-04-08","17","2","iOS"
"15079","2804","7","1","532.5168","2021-04-11","22","0","android"
"15080","2804","19","0","484.6924","2021-04-08","8","1","android"
"15081","2804","26","0","131.6083","2021-04-10","2","0","android"
"15082","2804","20","1","501.2081","2021-04-11","18","1","android"
"15083","2804","34","1","235.9464","2021-04-06","19","3","android"
"15084","2804","1","0","79.3029","2021-04-11","12","0","android"
"15085","2804","1","0","142.027","2021-04-10","4","0","android"
"15086","2805","2","2","1072.2435","2021-04-10","23","0","iOS"
"15087","2805","4","1","415.9923","2021-04-08","15","1","iOS"
"15088","2805","1","1","400.6139","2021-04-08","20","0","iOS"
"15089","2805","47","4","561.6254","2021-04-07","0","6","iOS"
"15090","2805","1","0","64.4508","2021-04-10","22","0","iOS"
"15091","2805","1","1","713.7064","2021-04-06","9","0","iOS"
"15092","2805","1","0","200.0852","2021-04-08","4","0","iOS"
"15093","2805","27","4","654.6204","2021-04-10","12","2","iOS"
"15094","2805","1","1","242.5036","2021-04-09","8","0","iOS"
"15095","2805","1","0","98.0671","2021-04-05","8","0","iOS"
"15096","2806","1","0","110.427","2021-04-06","18","0","windows"
"15097","2806","15","3","735.4862","2021-04-10","18","1","windows"
"15098","2806","1","1","227.0406","2021-04-09","10","0","windows"
"15099","2806","6","1","341.0534","2021-04-08","21","0","windows"
"15100","2806","16","0","627.3948","2021-04-06","18","5","windows"
"15101","2806","16","1","177.4403","2021-04-05","5","2","windows"
"15102","2806","1","1","299.383","2021-04-09","20","0","windows"
"15103","2806","1","0","157.6303","2021-04-09","19","0","windows"
"15104","2807","1","0","586.202","2021-04-07","9","0","iOS"
"15105","2807","6","5","702.5501","2021-04-05","1","1","iOS"
"15106","2807","1","0","185.3274","2021-04-05","11","0","iOS"
"15107","2807","1","1","234.6428","2021-04-09","14","0","iOS"
"15108","2808","1","0","92.5219","2021-04-08","4","0","windows"
"15109","2808","2","0","65.103","2021-04-08","21","0","windows"
"15110","2808","24","1","304.5779","2021-04-10","9","1","windows"
"15111","2808","14","0","289.9753","2021-04-10","19","2","windows"
"15112","2809","32","1","305.3532","2021-04-05","20","5","iOS"
"15113","2809","13","3","461.4446","2021-04-06","6","0","iOS"
"15114","2809","9","4","734.8327","2021-04-11","6","2","iOS"
"15115","2809","17","3","441.2673","2021-04-11","6","0","iOS"
"15116","2809","1","0","242.9176","2021-04-11","4","0","iOS"
"15117","2809","1","1","284.2243","2021-04-07","11","0","iOS"
"15118","2809","1","1","491.2333","2021-04-09","20","0","iOS"
"15119","2810","1","0","171.9918","2021-04-10","19","0","windows"
"15120","2810","7","1","217.2925","2021-04-08","12","0","windows"
"15121","2810","27","2","302.0572","2021-04-09","16","1","windows"
"15122","2810","1","1","336.0335","2021-04-06","18","0","windows"
"15123","2810","2","1","441.4312","2021-04-09","8","0","windows"
"15124","2810","31","1","480.2834","2021-04-09","2","5","windows"
"15125","2810","55","0","203.6384","2021-04-05","0","1","windows"
"15126","2810","1","0","271.1184","2021-04-07","6","0","windows"
"15127","2810","13","1","207.4393","2021-04-09","7","0","windows"
"15128","2810","4","0","181.3196","2021-04-07","12","0","windows"
"15129","2811","1","0","214.8612","2021-04-05","21","0","android"
"15130","2811","18","0","64.2641","2021-04-11","23","2","android"
"15131","2811","27","0","105.708","2021-04-10","13","3","android"
"15132","2811","1","0","316.977","2021-04-09","6","0","android"
"15133","2811","19","0","77.5645","2021-04-09","20","0","android"
"15134","2811","1","0","312.0182","2021-04-07","14","0","android"
"15135","2812","17","2","414.971","2021-04-10","23","1","iOS"
"15136","2812","1","1","503.5524","2021-04-10","18","0","iOS"
"15137","2812","1","2","284.8377","2021-04-08","9","0","iOS"
"15138","2812","7","1","304.0106","2021-04-06","0","1","iOS"
"15139","2812","3","3","863.2026","2021-04-11","22","0","iOS"
"15140","2812","14","3","531.359","2021-04-06","18","0","iOS"
"15141","2812","1","0","373.1278","2021-04-07","16","0","iOS"
"15142","2812","10","2","448.0543","2021-04-09","8","1","iOS"
"15143","2812","11","1","162.4875","2021-04-10","18","0","iOS"
"15144","2812","39","3","433.8567","2021-04-08","20","0","iOS"
"15145","2812","9","3","587.7841","2021-04-08","10","1","iOS"
"15146","2812","23","1","261.0364","2021-04-11","6","1","iOS"
"15147","2813","4","1","550.6258","2021-04-06","21","0","iOS"
"15148","2813","29","1","598.3026","2021-04-11","10","1","iOS"
"15149","2813","1","1","258.3453","2021-04-08","11","0","iOS"
"15150","2813","1","0","237.5917","2021-04-11","8","0","iOS"
"15151","2813","1","1","1124.9211","2021-04-05","0","0","iOS"
"15152","2813","1","0","150.7871","2021-04-07","17","0","iOS"
"15153","2813","6","4","708.7329","2021-04-08","8","0","iOS"
"15154","2813","1","0","485.5608","2021-04-05","8","0","iOS"
"15155","2813","40","4","526.1467","2021-04-08","8","2","iOS"
"15156","2813","9","2","321.921","2021-04-07","22","1","iOS"
"15157","2813","1","0","143.047","2021-04-09","22","0","iOS"
"15158","2813","1","0","900.353","2021-04-10","23","0","iOS"
"15159","2813","1","0","128.1895","2021-04-11","20","0","iOS"
"15160","2813","8","2","407.9543","2021-04-10","21","0","iOS"
"15161","2814","1","0","481.336","2021-04-08","16","0","android"
"15162","2814","1","0","178.7529","2021-04-07","18","0","android"
"15163","2814","1","0","132.279","2021-04-06","16","1","android"
"15164","2814","15","0","303.6891","2021-04-09","13","1","android"
"15165","2815","39","0","200.0796","2021-04-09","19","3","android"
"15166","2815","6","0","344.6036","2021-04-06","18","0","android"
"15167","2815","2","0","64.5471","2021-04-08","23","0","android"
"15168","2815","1","0","391.111","2021-04-08","18","0","android"
"15169","2815","1","0","94.736","2021-04-10","0","0","android"
"15170","2815","1","0","423.5816","2021-04-10","20","0","android"
"15171","2815","12","0","115.9523","2021-04-08","11","0","android"
"15172","2815","56","4","874.1012","2021-04-11","8","2","android"
"15173","2815","6","1","168.009","2021-04-07","18","0","android"
"15174","2815","5","1","289.9817","2021-04-05","1","0","android"
"15175","2815","1","0","81.3884","2021-04-10","20","0","android"
"15176","2815","1","0","320.2429","2021-04-06","18","0","android"
"15177","2815","1","0","74.0122","2021-04-10","21","0","android"
"15178","2816","18","5","584.2911","2021-04-10","18","0","iOS"
"15179","2816","5","3","449.7669","2021-04-09","8","0","iOS"
"15180","2817","1","0","78.1211","2021-04-09","17","0","windows"
"15181","2817","1","0","269.0146","2021-04-06","8","0","windows"
"15182","2817","1","1","189.2337","2021-04-09","8","0","windows"
"15183","2817","1","0","267.7335","2021-04-07","8","0","windows"
"15184","2817","1","1","182.8861","2021-04-06","19","0","windows"
"15185","2817","23","1","353.5767","2021-04-09","13","1","windows"
"15186","2817","1","0","65.4302","2021-04-07","20","0","windows"
"15187","2817","1","0","87.8239","2021-04-10","18","0","windows"
"15188","2817","10","2","371.0585","2021-04-09","8","0","windows"
"15189","2817","1","1","544.489","2021-04-06","17","0","windows"
"15190","2817","36","2","1038.8004","2021-04-07","15","2","windows"
"15191","2817","1","0","736.3176","2021-04-09","18","0","windows"
"15192","2817","22","2","400.2275","2021-04-09","20","4","windows"
"15193","2818","1","0","280.4828","2021-04-09","20","0","android"
"15194","2818","2","2","268.1713","2021-04-06","0","0","android"
"15195","2818","16","4","548.5027","2021-04-05","18","1","android"
"15196","2818","6","2","310.262","2021-04-09","8","0","android"
"15197","2818","12","4","658.1789","2021-04-05","21","0","android"
"15198","2818","19","3","398.0302","2021-04-10","13","1","android"
"15199","2818","1","0","136.0376","2021-04-10","14","0","android"
"15200","2818","6","3","642.3598","2021-04-10","4","1","android"
"15201","2818","21","4","712.4018","2021-04-11","21","5","android"
"15202","2818","19","1","182.9089","2021-04-08","11","3","android"
"15203","2818","18","3","508.565","2021-04-05","6","0","android"
"15204","2818","50","4","536.811","2021-04-08","20","5","android"
"15205","2818","4","1","174.6027","2021-04-11","14","1","android"
"15206","2818","20","5","1063.7013","2021-04-11","3","2","android"
"15207","2819","12","1","175.1189","2021-04-11","7","1","android"
"15208","2820","1","0","312.8241","2021-04-05","23","0","android"
"15209","2821","16","4","467.1923","2021-04-07","19","0","android"
"15210","2822","13","0","516.4046","2021-04-10","8","1","android"
"15211","2822","1","0","454.9375","2021-04-08","1","0","android"
"15212","2822","1","0","77.1433","2021-04-11","11","0","android"
"15213","2822","24","2","329.0739","2021-04-10","10","4","android"
"15214","2822","24","1","764.3205","2021-04-08","7","3","android"
"15215","2822","8","0","459.4481","2021-04-05","7","0","android"
"15216","2822","12","2","337.3523","2021-04-11","19","1","android"
"15217","2822","1","1","424.7334","2021-04-11","3","0","android"
"15218","2822","9","1","270.1547","2021-04-07","7","2","android"
"15219","2822","19","0","117.4594","2021-04-08","18","1","android"
"15220","2822","1","0","155.4172","2021-04-10","16","0","android"
"15221","2822","1","1","393.7511","2021-04-11","20","0","android"
"15222","2822","11","1","724.7897","2021-04-09","12","1","android"
"15223","2822","20","1","173.7147","2021-04-11","9","2","android"
"15224","2822","23","1","199.1927","2021-04-10","20","2","android"
"15225","2823","1","0","327.6883","2021-04-09","13","0","android"
"15226","2823","26","0","453.2729","2021-04-09","8","2","android"
"15227","2823","15","0","156.2785","2021-04-10","15","0","android"
"15228","2823","1","0","87.2571","2021-04-10","16","0","android"
"15229","2823","1","0","389.9828","2021-04-08","6","0","android"
"15230","2823","1","0","233.2577","2021-04-07","18","0","android"
"15231","2824","1","0","359.7464","2021-04-05","18","1","iOS"
"15232","2824","1","0","385.6825","2021-04-08","18","0","iOS"
"15233","2824","1","1","244.027","2021-04-08","18","0","iOS"
"15234","2825","6","1","591.9513","2021-04-09","22","0","android"
"15235","2825","18","3","492.1606","2021-04-06","21","5","android"
"15236","2826","19","1","404.5497","2021-04-06","9","1","android"
"15237","2827","35","1","270.821","2021-04-08","11","1","android"
"15238","2828","4","0","242.3724","2021-04-09","20","0","android"
"15239","2828","13","1","796.4294","2021-04-08","9","0","android"
"15240","2828","1","1","883.5993","2021-04-10","9","0","android"
"15241","2828","1","1","206.3182","2021-04-11","19","0","android"
"15242","2828","1","0","225.3529","2021-04-08","12","0","android"
"15243","2828","11","2","268.5073","2021-04-06","1","1","android"
"15244","2828","31","1","184.328","2021-04-07","9","2","android"
"15245","2828","17","3","655.5609","2021-04-05","22","1","android"
"15246","2828","1","0","143.2524","2021-04-07","16","0","android"
"15247","2828","50","3","378.1506","2021-04-10","19","1","android"
"15248","2828","9","0","115.8872","2021-04-11","14","1","android"
"15249","2828","13","1","343.2663","2021-04-08","7","0","android"
"15250","2828","1","1","246.8625","2021-04-08","10","0","android"
"15251","2828","7","1","173.4339","2021-04-09","14","1","android"
"15252","2829","1","0","240.1407","2021-04-10","9","0","windows"
"15253","2829","32","0","188.9487","2021-04-06","19","9","windows"
"15254","2829","1","0","269.909","2021-04-05","14","0","windows"
"15255","2830","14","1","201.6252","2021-04-07","7","0","android"
"15256","2830","2","0","494.5144","2021-04-10","19","0","android"
"15257","2831","1","0","98.0715","2021-04-08","6","0","android"
"15258","2831","11","0","213.12","2021-04-09","4","1","android"
"15259","2831","37","0","523.1699","2021-04-09","18","5","android"
"15260","2831","1","0","223.0896","2021-04-11","21","0","android"
"15261","2831","36","0","103.4091","2021-04-08","22","2","android"
"15262","2832","1","0","504.1077","2021-04-10","17","0","android"
"15263","2832","1","0","132.5632","2021-04-07","5","0","android"
"15264","2832","37","0","213.9385","2021-04-06","12","8","android"
"15265","2832","8","0","942.5034","2021-04-08","20","1","android"
"15266","2832","2","0","537.0884","2021-04-11","1","1","android"
"15267","2832","33","0","143.38","2021-04-08","4","10","android"
"15268","2832","1","0","156.9665","2021-04-11","9","0","android"
"15269","2832","1","0","128.9349","2021-04-05","19","0","android"
"15270","2832","17","0","598.6338","2021-04-07","5","3","android"
"15271","2832","21","1","214.4173","2021-04-11","6","7","android"
"15272","2832","12","0","376.0582","2021-04-09","19","3","android"
"15273","2832","1","1","227.9357","2021-04-08","8","0","android"
"15274","2832","9","0","311.4693","2021-04-07","9","2","android"
"15275","2832","14","0","171.7502","2021-04-11","12","4","android"
"15276","2833","26","0","339.3373","2021-04-10","10","1","android"
"15277","2833","1","0","130.9424","2021-04-09","8","0","android"
"15278","2833","1","0","172.8076","2021-04-09","17","0","android"
"15279","2833","25","0","95.9202","2021-04-09","22","0","android"
"15280","2833","3","0","297.8333","2021-04-05","2","0","android"
"15281","2833","6","0","511.9331","2021-04-08","17","1","android"
"15282","2833","1","0","344.6917","2021-04-07","21","1","android"
"15283","2833","1","0","77.7041","2021-04-10","5","0","android"
"15284","2833","1","0","515.2135","2021-04-09","0","0","android"
"15285","2833","1","0","209.3756","2021-04-10","11","0","android"
